country,iso2c,iso3c,year,status,lastupdated,fertility,edu_upper,edu_lower,edu_tertiary,gdp,urban,female_labor,contraceptive,region,capital,longitude,latitude,income,lending
"Bahamas, The",BS,BHS,2016,,2025-04-15,1.495,NA,NA,NA,30266.5859220987,82.832,66.291,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2006,,2025-04-15,2.019,NA,NA,NA,29184.7865087908,82.26,67.661,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2007,,2025-04-15,2.035,NA,NA,NA,30051.8489587756,82.302,67.623,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2018,,2025-04-15,1.404,NA,NA,NA,32124.4051059669,83.025,66.774,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2009,,2025-04-15,2.011,NA,NA,NA,27512.9130950084,82.385,66.664,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2010,,2025-04-15,1.837,82.4599990844727,89.1699981689453,17.4799995422363,27473.100430502,82.427,66.626,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2011,,2025-04-15,1.791,NA,NA,NA,27090.8376801379,82.476,66.533,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2022,,2025-04-15,1.379,NA,NA,NA,33044.388209429,83.492,66.321,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2013,,2025-04-15,1.738,NA,NA,NA,27432.9534269421,82.596,66.317,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2014,,2025-04-15,1.687,NA,NA,NA,28705.6170840548,82.668,66.391,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2017,,2025-04-15,1.424,NA,NA,NA,31337.1832464755,82.925,66.502,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2019,,2025-04-15,1.397,87.2358932495117,92.7728500366211,NA,32979.5401279534,83.132,66.721,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2020,,2025-04-15,1.386,NA,NA,NA,25155.6725432789,83.245,62.759,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2021,,2025-04-15,1.382,NA,NA,NA,28682.3270000732,83.365,64.517,NA,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
Bahrain,BH,BHR,2006,,2025-04-15,2.464,NA,NA,NA,19267.282615072,88.452,39.711,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2005,,2025-04-15,2.67,NA,NA,NA,17966.1657837625,88.422,38.917,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2020,,2025-04-15,1.86,67.1900024414062,79.9000015258789,26.6599998474121,24342.8444554718,89.506,41.511,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2007,,2025-04-15,2.282,NA,NA,NA,20908.4042548073,88.488,40.59,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2008,,2025-04-15,2.152,NA,NA,NA,23299.4992780392,88.53,41.556,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2004,,2025-04-15,2.774,NA,NA,NA,15963.9493171617,88.399,38.199,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2003,,2025-04-15,2.778,NA,NA,NA,14486.0269029822,88.383,37.536,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2019,,2025-04-15,1.843,NA,NA,NA,27259.7438599327,89.394,42.821,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2021,,2025-04-15,1.852,NA,NA,NA,27147.8083882286,89.622,41.58,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2022,,2025-04-15,1.839,72.7200012207031,81.370002746582,35.7299995422363,30616.2610677495,89.743,42.684,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2002,,2025-04-15,2.699,NA,NA,NA,13501.4708801425,88.373,36.91,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2018,,2025-04-15,1.911,62.9099998474121,77.8499984741211,28.5799999237061,26324.4066549559,89.287,43.306,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2001,,2025-04-15,2.653,45.9599990844727,56.9500007629395,NA,13573.2339887597,88.369,36.273,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2010,,2025-04-15,1.987,45.2099990844727,56.7000007629395,10.8400001525879,21819.3291098099,88.634,43.59,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2011,,2025-04-15,2.025,NA,NA,NA,25032.7867743333,88.695,42.579,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2023,,2025-04-15,1.824,79.1399993896484,88.5999984741211,38.7700004577637,29218.8605634137,89.869,43.096,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2012,,2025-04-15,2.11,NA,NA,NA,26438.6733230428,88.762,42.806,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2015,,2025-04-15,2.113,NA,NA,NA,23734.0551143019,88.999,43.369,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2016,,2025-04-15,2.042,48.4700012207031,66.3000030517578,18.2099990844727,23800.001440631,89.09,43.548,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2013,,2025-04-15,2.166,NA,NA,NA,26989.7601148469,88.835,42.952,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2014,,2025-04-15,2.149,NA,NA,NA,26451.7965647453,88.915,43.095,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2009,,2025-04-15,2.047,NA,NA,NA,19465.3140745038,88.579,42.602,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2017,,2025-04-15,1.984,50.3800010681152,68.0699996948242,19.0100002288818,24784.7693514607,89.186,43.492,NA,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bahrain,BH,BHR,2000,,2025-04-15,2.798,NA,NA,NA,14214.4836839343,88.372,35.474,53.4,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
Bangladesh,BD,BGD,2009,,2025-04-15,2.484,NA,NA,NA,679.211477428056,29.709,34.041,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2023,,2025-04-15,2.163,NA,NA,NA,2551.01772674142,40.473,43.712,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2021,,2025-04-15,2.173,29.3700008392334,45.3600006103516,6.92000007629395,2482.84917843357,38.946,42.34,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2001,,2025-04-15,3.203,13.3599996566772,22.0300006866455,NA,394.65641001891,24.096,28.832,50.2,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2002,,2025-04-15,3.126,NA,NA,NA,393.886422327628,24.756,28.944,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2022,,2025-04-15,2.179,25.6247005462646,43.232349395752,5.0764307975769,2716.48592677835,39.711,43.687,64,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2000,,2025-04-15,3.279,NA,NA,NA,396.670730249751,23.59,28.615,54.3,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2005,,2025-04-15,2.846,NA,NA,NA,480.08585075452,26.809,29.184,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2006,,2025-04-15,2.755,NA,NA,NA,490.388026533289,27.517,29.242,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2003,,2025-04-15,3.029,NA,NA,NA,426.74880754362,25.429,29.028,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2004,,2025-04-15,2.94,NA,NA,NA,455.614016909798,26.114,29.104,58.5,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2012,,2025-04-15,2.263,19.0699996948242,30.6100006103516,3.21000003814697,859.680536375497,31.993,34.316,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2013,,2025-04-15,2.247,16.9899997711182,28.7399997711182,3.11999988555908,958.262989798283,32.762,33.616,61.75754302,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2007,,2025-04-15,2.666,NA,NA,NA,537.955492792911,28.237,30.797,55.8,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2008,,2025-04-15,2.577,NA,NA,NA,613.06204104124,28.968,32.398,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2016,,2025-04-15,2.227,23.8899993896484,36.9199981689453,5.44999980926514,1649.28380858601,35.083,33.497,62.8,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2017,,2025-04-15,2.205,24.9799995422363,38.4599990844727,5.92000007629395,1811.08221668646,35.858,36.676,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2014,,2025-04-15,2.228,18.9099998474121,30.7700004577637,3.76999998092651,1094.46199702838,33.535,33.571,62.4,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2010,,2025-04-15,2.38,NA,NA,NA,757.385280361508,30.462,35.723,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2020,,2025-04-15,2.175,NA,NA,NA,2248.85078828233,38.177,40.407,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2011,,2025-04-15,2.309,18.4200000762939,29.5799999237061,3.05999994277954,837.336944695647,31.225,35.02,61.2,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2018,,2025-04-15,2.193,25.9899997711182,39.8600006103516,6.34999990463257,1965.24372731467,36.632,38.079,61.9,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2015,,2025-04-15,2.227,23.7199993133545,36.4900016784668,5.30000019073486,1224.38647668165,34.308,33.531,NA,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Bangladesh,BD,BGD,2019,,2025-04-15,2.18,26.8400001525879,41.1300010681152,6.67000007629395,2129.79896954606,37.405,39.376,62.7017699496291,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
Barbados,BB,BRB,2000,,2025-04-15,1.933,25.3999996185303,78.6900024414062,1.13999998569489,11674.6736471764,33.827,63.612,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2001,,2025-04-15,1.955,NA,NA,NA,11639.5160522054,33.629,63.804,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2015,,2025-04-15,1.726,29.6697330474854,47.9720764160156,NA,18954.2913724506,31.249,61.731,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2013,,2025-04-15,1.729,NA,NA,NA,19308.0091116993,31.429,63.997,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2014,,2025-04-15,1.727,NA,NA,NA,19277.9423599235,31.328,63.225,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2012,,2025-04-15,1.731,NA,NA,NA,19034.0708028512,31.553,62.881,59.20685012,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2004,,2025-04-15,1.797,NA,NA,NA,12886.3665272467,33.037,64.711,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2016,,2025-04-15,1.724,50.614818572998,66.7868270874023,NA,19065.8069800213,31.193,62.528,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2011,,2025-04-15,1.758,NA,NA,NA,19345.9953139542,31.7,64.298,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2003,,2025-04-15,1.856,NA,NA,NA,12075.9587020649,33.234,64.051,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2008,,2025-04-15,1.756,NA,NA,NA,17565.6929970592,32.256,64.646,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2005,,2025-04-15,1.738,NA,NA,NA,14214.4202213572,32.841,64.689,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2006,,2025-04-15,1.702,NA,NA,NA,15619.6005955511,32.646,64.675,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2007,,2025-04-15,1.755,NA,NA,NA,17235.4396434785,32.451,64.677,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2017,,2025-04-15,1.724,31.8387050628662,51.3354721069336,NA,19692.7606711615,31.159,62.501,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2009,,2025-04-15,1.77,NA,NA,NA,16294.9099491834,32.063,64.545,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2010,,2025-04-15,1.785,NA,NA,NA,18860.3833703309,31.87,64.422,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2002,,2025-04-15,1.862,NA,NA,NA,11760.4524736133,33.431,63.93,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2021,,2025-04-15,1.709,NA,NA,NA,18696.7858952957,31.246,60.679,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2018,,2025-04-15,1.72,35.4305458068848,53.5368423461914,NA,20055.915870771,31.147,61.61,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2019,,2025-04-15,1.715,34.0848922729492,53.8243637084961,NA,20583.7265786414,31.158,61.569,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2020,,2025-04-15,1.708,NA,NA,NA,18347.1109131055,31.191,60.484,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2022,,2025-04-15,1.712,NA,NA,NA,22164.0260273876,31.324,59.68,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Barbados,BB,BRB,2023,,2025-04-15,1.708,NA,NA,NA,23804.0249914995,31.425,60.124,NA,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,IBRD
Belarus,BY,BLR,2016,,2025-04-15,1.733,96.6129150390625,NA,NA,5039.77560949445,77.661,58.727,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2014,,2025-04-15,1.696,NA,NA,NA,8341.29014337961,76.693,58.541,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2015,,2025-04-15,1.724,NA,NA,NA,5967.06856034227,77.181,58.644,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2013,,2025-04-15,1.668,NA,NA,NA,7998.0802045456,76.199,58.378,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2017,,2025-04-15,1.541,97.1548690795898,NA,NA,5785.53397723676,78.134,58.566,71.15,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2000,,2025-04-15,1.317,NA,NA,NA,1276.28038121269,69.973,53.471,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2001,,2025-04-15,1.286,NA,NA,NA,1244.37318523431,70.458,54.119,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2004,,2025-04-15,1.233,NA,NA,NA,2378.33700470129,71.887,55.173,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2018,,2025-04-15,1.448,97.5140380859375,NA,NA,6360.05310087258,78.595,58.055,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2019,,2025-04-15,1.382,93.870002746582,97.4800033569336,29.8700008392334,6837.76832136779,79.044,58.25,52.6,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2002,,2025-04-15,1.24,NA,NA,NA,1479.38066337175,70.939,54.575,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2021,,2025-04-15,1.371,97.7518157958984,NA,NA,7489.71894713888,79.91,57.995,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2022,,2025-04-15,1.326,98.1413192749023,NA,NA,7994.64806074889,80.326,57.862,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2023,,2025-04-15,1.208,98.1804275512695,NA,NA,7829.05313660622,80.731,57.385,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2020,,2025-04-15,1.369,97.8009490966797,NA,NA,6542.8645398436,79.483,57.856,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2012,,2025-04-15,1.62,NA,NA,NA,6953.21591683101,75.697,58.139,63.05790059,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2003,,2025-04-15,1.232,NA,NA,NA,1819.52653114699,71.415,54.928,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2005,,2025-04-15,1.252,NA,NA,NA,3126.07176665248,72.354,55.409,72.60969384,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2011,,2025-04-15,1.515,NA,NA,NA,6527.6593428786,75.188,57.81,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2007,,2025-04-15,1.429,NA,NA,NA,4735.48107556066,73.273,56.04,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2008,,2025-04-15,1.488,NA,NA,NA,6376.17569162063,73.726,56.47,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2009,,2025-04-15,1.509,81.8099975585938,88.7300033569336,22.5100002288818,5352.48809190697,74.172,56.943,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2006,,2025-04-15,1.335,NA,NA,NA,3848.22350300163,72.816,55.711,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belarus,BY,BLR,2010,,2025-04-15,1.494,NA,NA,NA,6034.67885177216,74.672,57.387,NA,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
Belgium,BE,BEL,2004,,2025-04-15,1.72,NA,NA,NA,35429.4077933344,97.35,44.311,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2003,,2025-04-15,1.67,NA,NA,NA,30655.2092679024,97.296,42.881,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2005,,2025-04-15,1.76,NA,NA,NA,36809.7013403619,97.403,45.687,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2006,,2025-04-15,1.8,55.4700012207031,74,NA,38705.1067959147,97.454,45.818,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2002,,2025-04-15,1.65,NA,NA,NA,25006.191397109,97.241,42.506,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2015,,2025-04-15,1.7,64.6999969482422,82.1900024414062,32.4700012207031,40893.804537772,97.876,48.045,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2018,,2025-04-15,1.62,69.524787902832,86.2156219482422,36.5630149841309,47487.2100392561,98.001,48.77,66.7,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2000,,2025-04-15,1.67,NA,NA,NA,23098.8865077401,97.129,43.616,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2001,,2025-04-15,1.67,NA,NA,NA,23015.0712632462,97.186,41.788,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2014,,2025-04-15,1.74,62.2999992370605,80.1500015258789,31.5200004577637,47995.7786961339,97.833,48.125,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2010,,2025-04-15,1.86,59.75,77.0899963378906,0.333272814750671,44197.393671162,97.651,47.774,73.7,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2007,,2025-04-15,1.82,NA,NA,NA,44319.165448813,97.505,46.589,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2008,,2025-04-15,1.85,57.6300010681152,75.1500015258789,NA,48303.397956286,97.555,46.928,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2009,,2025-04-15,1.84,59.2799987792969,76.4100036621094,NA,44923.3400135081,97.603,46.98,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2021,,2025-04-15,1.6,73.2297515869141,87.8339614868164,40.3261184692383,51655.7883303715,98.117,49.367,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2011,,2025-04-15,1.81,60.8899993896484,77.5,0.306420475244522,47760.8298776546,97.698,47.103,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2012,,2025-04-15,1.8,61.560001373291,77.6699981689453,0.299184232950211,44874.1709182123,97.744,47.155,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2013,,2025-04-15,1.76,62.8300018310547,79.4400024414062,30.6499996185303,46964.5946777056,97.789,47.805,66.7531663383057,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2016,,2025-04-15,1.68,65.4100036621094,82.620002746582,32.8499984741211,41854.5498296444,97.919,47.81,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2019,,2025-04-15,1.6,70.5599975585938,87.2099990844727,36.8600006103516,46716.6227467964,98.041,49.097,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2020,,2025-04-15,1.55,72.0858764648438,88.1235656738281,38.5336685180664,45906.2875805246,98.079,48.66,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2022,,2025-04-15,1.53,74.0813903808594,88.3022537231445,41.2547912597656,50807.2047084918,98.153,50.029,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2023,,2025-04-15,1.47,NA,NA,NA,54700.9093236712,98.189,49.831,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belgium,BE,BEL,2017,,2025-04-15,1.65,67.6399993896484,84.7200012207031,35.6399993896484,44035.3239358548,97.961,47.974,NA,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
Belize,BZ,BLZ,2008,,2025-04-15,2.78,NA,NA,NA,5713.28126796797,45.262,43.959,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2007,,2025-04-15,2.885,NA,NA,NA,5765.28199932455,45.279,43.433,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2006,,2025-04-15,3.021,NA,NA,NA,5527.16775856439,45.296,42.908,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2020,,2025-04-15,2.04,45.8300018310547,54.4900016784668,9.0600004196167,5227.19363786168,46.025,51.374,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2009,,2025-04-15,2.659,NA,NA,NA,5401.22963143045,45.245,44.486,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2010,,2025-04-15,2.552,37.2700004577637,83.7600021362305,5.55999994277954,5451.13897172477,45.228,44.998,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2022,,2025-04-15,1.949,NA,NA,NA,7068.45478269722,46.396,48.772,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2005,,2025-04-15,3.173,24.5799999237061,NA,NA,5272.74417207961,45.313,42.385,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2019,,2025-04-15,2.142,39.0141563415527,47.3843231201172,7.36753749847412,6190.04792278445,45.866,57.097,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2021,,2025-04-15,1.837,NA,NA,4.69100999832153,6122.61158580079,46.201,48.357,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2016,,2025-04-15,2.396,41.0474281311035,83.6521453857422,NA,6142.49873185177,45.495,49.101,51.3596636,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
