country,iso2c,iso3c,year,status,lastupdated,fertility,edu_upper,edu_lower,edu_tertiary,gdp,urban,female_labor,contraceptive,region,capital,longitude,latitude,income,lending,eys_f,gii,mmr,pr_f
"Congo, Dem. Rep.",CD,COD,2004,,2025-04-15,6.53,NA,NA,NA,180.664764963633,37,71.278,NA,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA,6.006155349,NA,643.3296623,10.16129032
"Congo, Dem. Rep.",CD,COD,2001,,2025-04-15,6.663,NA,NA,NA,142.678142604412,35.587,71.325,31.38955226,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA,5.815350726,NA,660.8545412,NA
"Congo, Dem. Rep.",CD,COD,2011,,2025-04-15,6.582,NA,NA,NA,364.714191777632,40.544,63.787,NA,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA,7.718190193,0.651,585.0082046,7.730263158
"Congo, Dem. Rep.",CD,COD,2014,,2025-04-15,6.483,NA,NA,NA,458.004541775676,42.18,62.452,20.4,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA,8.347804548,0.64,573.3234947,9.735973597
"Congo, Rep.",CG,COG,2010,,2025-04-15,4.851,NA,NA,NA,2946.55798067708,63.256,67.032,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,9.792095608,0.621,389.0640958,9.178743961
"Congo, Rep.",CG,COG,2001,,2025-04-15,4.67,NA,NA,NA,854.598314408095,59.156,66.602,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,8.298082542,NA,641.4069866,12
"Congo, Rep.",CG,COG,2009,,2025-04-15,4.808,NA,NA,NA,2271.15219175966,62.8,67.002,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,9.516773383,0.616,414.9415246,9.178743961
"Congo, Rep.",CG,COG,2002,,2025-04-15,4.697,NA,NA,NA,905.538135544704,59.617,66.609,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,8.121839523,NA,619.5642443,12
"Congo, Rep.",CG,COG,2003,,2025-04-15,4.696,NA,NA,NA,1016.82363412143,60.076,66.648,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,7.864840031,NA,587.1315137,10.58201058
"Congo, Rep.",CG,COG,2004,,2025-04-15,4.69,NA,NA,NA,1306.10136324599,60.533,66.732,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,8.140162256,NA,541.0726484,10.58201058
"Congo, Rep.",CG,COG,2000,,2025-04-15,4.724,NA,NA,NA,1024.30159109181,58.695,66.452,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,8.474325562,NA,659.786673,12
"Congo, Rep.",CG,COG,2006,,2025-04-15,4.651,NA,NA,NA,2103.5821381211,61.441,66.9,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,8.690806707,0.622,479.1225554,10.05291005
"Congo, Rep.",CG,COG,2007,,2025-04-15,4.649,NA,NA,NA,2206.47101863414,61.893,66.959,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,8.966128932,0.621,439.3542319,9.137055838
"Congo, Rep.",CG,COG,2008,,2025-04-15,4.726,NA,NA,NA,2832.09177777643,62.346,66.96,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,9.241451157,0.617,414.8623685,9.178743961
"Congo, Rep.",CG,COG,2022,,2025-04-15,4.215,NA,NA,NA,2620.83804267402,68.736,66.287,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,13.37498636,0.578,282.3857526,15.90909091
"Congo, Rep.",CG,COG,2023,,2025-04-15,4.157,NA,NA,NA,2477.97845544866,69.188,66.341,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,13.37498636,0.565,282.3857526,20.1793722
"Congo, Rep.",CG,COG,2013,,2025-04-15,4.731,NA,NA,NA,3697.41705884249,64.627,66.759,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,10.64245997,0.626,361.8264056,9.615384615
"Congo, Rep.",CG,COG,2014,,2025-04-15,4.665,NA,NA,NA,3601.2365808718,65.085,66.665,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,10.95086539,0.618,375.307148,11.53846154
"Congo, Rep.",CG,COG,2020,,2025-04-15,4.329,NA,NA,NA,1993.586671931,67.829,65.318,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,12.99831126,0.589,282.3857526,13.63636364
"Congo, Rep.",CG,COG,2011,,2025-04-15,4.826,NA,NA,NA,3396.16505817952,63.712,66.967,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,10.06741783,0.625,387.1991254,9.56937799
"Congo, Rep.",CG,COG,2017,,2025-04-15,4.496,NA,NA,NA,2211.63309874797,66.459,66.541,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,11.93074838,0.607,365.7711417,13.96396396
"Congo, Rep.",CG,COG,2018,,2025-04-15,4.442,NA,NA,NA,2694.43413191427,66.916,66.551,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,12.27648682,0.608,370.0605217,13.96396396
"Congo, Rep.",CG,COG,2015,,2025-04-15,4.607,13.6573896408081,30.6893005371094,4.035719871521,2439.35189403696,65.543,66.592,30.11949285,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,11.26820802,0.615,360.4354582,11.53846154
"Congo, Rep.",CG,COG,2005,,2025-04-15,4.669,NA,NA,NA,1799.05158366154,60.988,66.817,44.3,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,8.415484481,0.623,487.7580968,10.05291005
"Congo, Rep.",CG,COG,2021,,2025-04-15,4.28,NA,NA,NA,2516.16255145432,68.283,65.88,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,13.37498636,0.588,282.3857526,13.63636364
"Congo, Rep.",CG,COG,2012,,2025-04-15,4.785,NA,NA,NA,3732.32737320389,64.169,66.872,44.7,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,10.34274006,0.633,402.4924551,9.615384615
"Congo, Rep.",CG,COG,2019,,2025-04-15,4.38,NA,NA,NA,2488.42466724916,67.373,66.583,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,12.63224433,0.593,292.1209257,13.63636364
"Congo, Rep.",CG,COG,2016,,2025-04-15,4.546,NA,NA,NA,2093.10728558843,66.001,66.55,NA,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend,11.59474685,0.614,352.6002018,11.53846154
Costa Rica,CR,CRI,2000,,2025-04-15,2.413,NA,NA,NA,3812.75388284924,59.052,38.642,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,11.80109833,0.443,38.50785552,19.29824561
Costa Rica,CR,CRI,2002,,2025-04-15,2.162,29.3600006103516,37.5999984741211,NA,4067.71851429092,61.753,41.143,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,12.11460899,0.367,36.4685975,35.0877193
Costa Rica,CR,CRI,2014,,2025-04-15,1.8,38.0499992370605,46.5900001525879,22.7199993133545,10911.497878334,75.941,51.34,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,15.13543987,0.303,24.23577946,33.33333333
Costa Rica,CR,CRI,2011,,2025-04-15,1.877,34.9000015258789,43.2799987792969,NA,9276.39107511347,72.868,46.479,76.2477885,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,14.41154003,0.307,24.25176235,38.59649123
Costa Rica,CR,CRI,2001,,2025-04-15,2.312,NA,NA,NA,3985.12984506207,60.41,41.564,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,11.95785366,0.408,37.11868086,19.29824561
Costa Rica,CR,CRI,2013,,2025-04-15,1.779,36.7999992370605,44.9000015258789,NA,10803.2401962173,74.97,51.249,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,14.81492043,0.293,23.30555994,38.59649123
Costa Rica,CR,CRI,2003,,2025-04-15,2.084,30.3199996948242,38.8300018310547,NA,4173.14856415514,63.08,41.454,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,12.27136433,0.365,36.92650139,35.0877193
Costa Rica,CR,CRI,2004,,2025-04-15,2.028,29.8299999237061,38.8800010681152,NA,4431.0117207843,64.388,39.831,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,12.42811966,0.355,31.82975107,35.0877193
Costa Rica,CR,CRI,2012,,2025-04-15,1.851,35.5499992370605,44.189998626709,NA,10126.9991024177,73.946,51.436,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,14.58460045,0.301,24.15619237,38.59649123
Costa Rica,CR,CRI,2023,,2025-04-15,1.33,40.9239616394043,52.1040725708008,NA,16942.0268119375,82.622,44.088,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,16.93070418,0.217,22.00380558,47.36842105
Costa Rica,CR,CRI,2007,,2025-04-15,1.954,32.4599990844727,41.4099998474121,NA,6137.71199925542,68.174,44.3,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,13.27815696,0.334,28.28028009,36.84210526
Costa Rica,CR,CRI,2008,,2025-04-15,1.98,34.0200004577637,42.5299987792969,NA,6937.24261596055,69.39,44.444,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,13.56150273,0.331,27.12360732,36.84210526
Costa Rica,CR,CRI,2015,,2025-04-15,1.797,36.5499992370605,45.4799995422363,21.8700008392334,11714.7105980732,76.862,50.06,77.8,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,15.21825981,0.282,19.69300444,33.33333333
Costa Rica,CR,CRI,2006,,2025-04-15,1.937,32.0400009155273,40.5999984741211,NA,5256.59640859159,66.935,43.309,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,12.99481119,0.332,29.45056609,38.59649123
Costa Rica,CR,CRI,2018,,2025-04-15,1.706,38.4199981689453,47.189998626709,22.3600006103516,12590.2493781614,79.34,48.659,70.9,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,15.77196026,0.249,17.98992125,45.61403509
Costa Rica,CR,CRI,2019,,2025-04-15,1.6,39.189998626709,48.0999984741211,NA,12884.6859951989,80.076,52.727,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,16.39509964,0.234,18.69613441,45.61403509
Costa Rica,CR,CRI,2009,,2025-04-15,1.953,33.7400016784668,42.8300018310547,NA,6832.69829924138,70.575,44.827,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,13.8448485,0.325,26.3280586,36.84210526
Costa Rica,CR,CRI,2010,,2025-04-15,1.827,33.8499984741211,42.0299987792969,NA,8265.78820275582,71.736,44.113,82.1,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,14.12819426,0.315,26.57481521,38.59649123
Costa Rica,CR,CRI,2022,,2025-04-15,1.335,42.2900009155273,51.2799987792969,NA,13625.9008491328,82.042,50.283,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,16.93070418,0.209,22.00380558,47.36842105
Costa Rica,CR,CRI,2005,,2025-04-15,2.038,31.2099990844727,39.9300003051758,NA,4703.00721784778,65.672,43.68,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,12.71146543,0.344,30.53661867,35.0877193
Costa Rica,CR,CRI,2016,,2025-04-15,1.746,36.9599990844727,45.4199981689453,21.3600006103516,12091.0301606154,77.735,46.019,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,15.32234001,0.278,18.57412462,33.33333333
Costa Rica,CR,CRI,2017,,2025-04-15,1.714,37.5999984741211,46.5299987792969,NA,12317.0902771304,78.56,45.905,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,15.66827011,0.273,18.71924927,35.0877193
Costa Rica,CR,CRI,2020,,2025-04-15,1.448,39.7200012207031,48.189998626709,22.5300006866455,12394.0493969492,80.771,48.638,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,16.66074974,0.231,22.00380558,45.61403509
Costa Rica,CR,CRI,2021,,2025-04-15,1.353,41.4799995422363,50.189998626709,NA,12838.1185358931,81.425,50.245,NA,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,16.93070418,0.216,22.00380558,45.61403509
Cote d'Ivoire,CI,CIV,2016,,2025-04-15,4.873,6.23216009140015,11.8433599472046,1.39651000499725,1862.59597081287,49.881,58.173,15.49988895,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,8.242600441,0.633,537.3693232,9.163346614
Cote d'Ivoire,CI,CIV,2017,,2025-04-15,4.757,NA,NA,NA,1964.29930338343,50.326,57.506,22.2671897514271,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,8.686149597,0.627,512.4202245,10.58823529
Cote d'Ivoire,CI,CIV,2015,,2025-04-15,4.97,NA,NA,NA,1814.71855088017,49.444,59.228,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,7.701300144,0.631,529.7648379,9.163346614
Cote d'Ivoire,CI,CIV,2014,,2025-04-15,5.071,11.9799995422363,20.0200004577637,NA,1991.36539423404,49.014,60.285,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,7.359419823,0.63,550.2864815,9.448818898
Cote d'Ivoire,CI,CIV,2000,,2025-04-15,5.773,NA,NA,NA,936.636541348798,43.155,50.363,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,5.234574572,NA,473.4671948,8
Cote d'Ivoire,CI,CIV,2018,,2025-04-15,4.596,NA,NA,NA,2130.86619381144,50.779,56.84,21.4880612405033,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,8.982654572,0.622,522.2656919,10.90342679
Cote d'Ivoire,CI,CIV,2019,,2025-04-15,4.523,4.9264178276062,9.09584045410156,2.65419030189514,2141.76836170115,51.239,56.176,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,9.279159546,0.605,482.860707,13.27683616
Cote d'Ivoire,CI,CIV,2003,,2025-04-15,5.572,NA,NA,NA,1111.17135087887,44.399,53.377,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,5.689898554,NA,539.4862896,8.520179372
Cote d'Ivoire,CI,CIV,2012,,2025-04-15,5.19,7.8123083114624,17.2361259460449,3.61383295059204,1546.9460184731,48.172,62.427,18.2,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,7.055870501,0.631,597.26382,10.44176707
Cote d'Ivoire,CI,CIV,2013,,2025-04-15,5.135,6.05351448059082,11.3944902420044,1.21178722381592,1786.15862031324,48.593,61.353,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,7.207645162,0.628,578.7435269,10.44176707
Cote d'Ivoire,CI,CIV,2021,,2025-04-15,4.411,11.7299995422363,20.0100002288818,3.07999992370605,2455.98127641148,52.18,58.28,21,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,9.711070061,0.594,479.9067504,15.58073654
Cote d'Ivoire,CI,CIV,2011,,2025-04-15,5.244,NA,NA,NA,1596.62826565998,47.751,61.415,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,6.90409584,0.629,590.9401786,11.02362205
Cote d'Ivoire,CI,CIV,2001,,2025-04-15,5.704,NA,NA,NA,924.727294962066,43.568,51.366,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,5.386349233,NA,495.4502624,8.520179372
Cote d'Ivoire,CI,CIV,2020,,2025-04-15,4.461,NA,NA,NA,2179.72934832935,51.706,56.631,25.5373304407527,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,9.532830238,0.602,479.9067504,13.55932203
Cote d'Ivoire,CI,CIV,2023,,2025-04-15,4.283,NA,NA,NA,2530.84659301723,53.149,58.864,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,11.0723896,0.589,479.9067504,16.76136364
Cote d'Ivoire,CI,CIV,2010,,2025-04-15,5.292,NA,NA,NA,1553.54887048143,47.33,60.409,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,6.75232118,0.643,604.1459198,8.866995074
Cote d'Ivoire,CI,CIV,2007,,2025-04-15,5.403,NA,NA,NA,1367.53817722326,46.071,57.421,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,6.296997197,NA,589.3813915,8.866995074
Cote d'Ivoire,CI,CIV,2022,,2025-04-15,4.349,9.27252864837646,17.9306621551514,3.06490612030029,2308.70654660366,52.661,58.958,31.9711571456027,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,9.788160324,0.593,479.9067504,15.58073654
Cote d'Ivoire,CI,CIV,2004,,2025-04-15,5.527,NA,NA,NA,1199.82524528546,44.817,54.385,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,5.841673215,NA,536.0818308,8.520179372
Cote d'Ivoire,CI,CIV,2005,,2025-04-15,5.499,NA,NA,NA,1197.74616979415,45.234,55.395,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,5.993447876,NA,540.2546228,8.520179372
Cote d'Ivoire,CI,CIV,2006,,2025-04-15,5.448,NA,NA,NA,1230.43056838584,45.652,56.408,14.60509609,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,6.145222537,NA,582.7611285,8.520179372
Cote d'Ivoire,CI,CIV,2008,,2025-04-15,5.357,NA,NA,NA,1583.97066701372,46.491,58.42,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,6.448771858,NA,588.7045063,8.866995074
Cote d'Ivoire,CI,CIV,2009,,2025-04-15,5.332,NA,NA,NA,1540.45393569596,46.91,59.41,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,6.600546519,NA,619.3920164,8.866995074
Cote d'Ivoire,CI,CIV,2002,,2025-04-15,5.641,NA,NA,NA,967.815864415991,43.983,52.37,NA,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA,5.538123894,NA,519.8173092,8.520179372
Croatia,HR,HRV,2003,,2025-04-15,1.41,NA,NA,NA,8190.11135193887,53.979,44.088,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,14.09862041,0.186,10.85275608,16.2037037
Croatia,HR,HRV,2002,,2025-04-15,1.42,NA,NA,NA,6219.58164143945,53.81,44.136,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,13.85606003,0.189,10.83446384,16.2037037
Croatia,HR,HRV,2007,,2025-04-15,1.48,NA,NA,NA,13757.605654192,54.651,45.055,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,14.94917011,0.157,8.666889394,20.91503268
Croatia,HR,HRV,2005,,2025-04-15,1.5,NA,NA,NA,10443.5278353294,54.315,45.394,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,14.70818996,0.158,9.228105882,21.71052632
Croatia,HR,HRV,2017,,2025-04-15,1.42,68.6340026855469,90.4014739990234,17.6492691040039,13902.6310485422,56.667,45.303,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,16.53289032,0.13,5.35671164,18.54304636
Croatia,HR,HRV,2010,,2025-04-15,1.46,59.8256568908691,87.4282608032227,0.119133315980434,13731.2865213989,55.155,46.029,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,15.40184021,0.135,7.236617609,23.52941176
Croatia,HR,HRV,2004,,2025-04-15,1.43,NA,NA,NA,9718.97322801967,54.147,45.204,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,14.40340519,0.157,9.721027208,21.71052632
Croatia,HR,HRV,2006,,2025-04-15,1.47,NA,NA,NA,11502.753124287,54.483,45.42,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,14.86227989,0.153,8.758288095,21.71052632
Croatia,HR,HRV,2000,,2025-04-15,1.39,NA,NA,NA,4953.65158789022,53.428,44.411,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,12.96334505,0.188,10.90609397,16.05504587
Croatia,HR,HRV,2001,,2025-04-15,1.46,50.4599990844727,71.870002746582,NA,5364.83824691607,53.642,44.306,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,13.73184967,0.191,10.53485056,16.2037037
Croatia,HR,HRV,2015,,2025-04-15,1.41,66.9450225830078,92.0364074707031,15.7924480438232,12285.3032582105,56.155,46.698,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,16.25938034,0.143,6.146268031,15.23178808
Croatia,HR,HRV,2016,,2025-04-15,1.43,67.3821182250977,91.0930404663086,16.4593372344971,12821.1738140304,56.403,45.196,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,16.34209061,0.158,5.34301222,12.58278146
Croatia,HR,HRV,2008,,2025-04-15,1.47,NA,NA,NA,15889.4347074759,54.819,45.65,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,14.94312,0.156,7.980993278,20.91503268
Croatia,HR,HRV,2009,,2025-04-15,1.5,NA,NA,NA,14475.9632928725,54.987,46.582,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,14.92529964,0.141,9.005520345,23.52941176
Croatia,HR,HRV,2022,,2025-04-15,1.53,75.2848815917969,93.5088195800781,21.03955078125,18466.0955472648,58.219,46.922,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,17.29817963,0.078,4.816821554,31.78807947
Croatia,HR,HRV,2011,,2025-04-15,1.41,63.2000007629395,85.1600036621094,0.147474482655525,14694.9993201417,55.322,44.475,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,15.46827984,0.132,7.051200524,23.8410596
Croatia,HR,HRV,2012,,2025-04-15,1.52,62.8115310668945,86.9514617919922,0.195277377963066,13508.6836989693,55.506,44.391,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,15.61369038,0.129,6.424493293,23.8410596
Croatia,HR,HRV,2013,,2025-04-15,1.46,64.5121536254883,88.2480545043945,0.293750137090683,14136.3967669505,55.706,44.423,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,16.01132965,0.122,6.087671355,23.8410596
Croatia,HR,HRV,2014,,2025-04-15,1.46,65.7552719116211,91.595817565918,14.2671546936035,14187.9694531493,55.923,46.252,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,16.20602036,0.119,5.890389408,23.8410596
Croatia,HR,HRV,2018,,2025-04-15,1.47,70.1032867431641,90.3721923828125,18.5436477661133,15460.4183295843,56.947,45.195,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,16.68444061,0.126,4.890742996,18.54304636
Croatia,HR,HRV,2020,,2025-04-15,1.48,72.199333190918,92.2865753173828,20.3058967590332,14808.4620188819,57.553,44.476,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,16.96040916,0.086,4.816821554,31.12582781
Croatia,HR,HRV,2021,,2025-04-15,1.62,74.2166061401367,93.0956039428711,20.7776508331299,17789.9304736722,57.878,45.682,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,17.13953972,0.085,4.816821554,31.12582781
Croatia,HR,HRV,2023,,2025-04-15,1.46,NA,NA,NA,21865.4562838641,58.575,47.144,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,17.29817963,0.074,4.816821554,31.78807947
Croatia,HR,HRV,2019,,2025-04-15,1.47,70.6090774536133,90.9710693359375,18.9851608276367,15563.8167397199,57.242,44.906,NA,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD,16.8312397,0.118,4.532874628,20.52980132
Cuba,CU,CUB,2006,,2025-04-15,1.402,NA,NA,NA,4329.98265964383,76.227,40.209,NA,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,17.14246941,0.331,45.90241501,35.96059113
Cuba,CU,CUB,2018,,2025-04-15,1.607,NA,NA,NA,8911.46205964193,77.037,43.309,NA,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,14.63138962,0.303,38.60730168,53.2231405
Cuba,CU,CUB,2008,,2025-04-15,1.576,NA,NA,NA,4986.12436479175,76.413,41.274,NA,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,19.03713036,0.326,42.10916691,43.15960912
Cuba,CU,CUB,2013,,2025-04-15,1.678,NA,NA,NA,6828.36428245396,76.827,42.86,NA,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,14.62277031,0.312,40.80733201,48.85620915
Cuba,CU,CUB,2007,,2025-04-15,1.436,NA,NA,NA,4807.43888960684,76.32,40.88,NA,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,18.6350708,0.331,45.15532118,35.96059113
Cuba,CU,CUB,2023,,2025-04-15,1.439,NA,NA,NA,NA,77.523,39.947,NA,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,14.63698006,0.296,39.25454627,55.74468085
Cuba,CU,CUB,2009,,2025-04-15,1.678,NA,NA,NA,5089.23519757167,76.505,42.464,NA,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,18.76173973,0.327,40.29700838,43.15960912
Cuba,CU,CUB,2016,,2025-04-15,1.6,NA,NA,NA,8110.55873961397,76.93,43.372,NA,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,14.16576958,0.307,40.72114864,48.85620915
Cuba,CU,CUB,2022,,2025-04-15,1.412,NA,NA,NA,NA,77.401,40.427,62.1,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,14.94957018,0.297,39.25454627,53.41296928
Cuba,CU,CUB,2014,,2025-04-15,1.655,NA,NA,NA,7146.70459051328,76.861,42.997,73.71987482,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,14.38615036,0.31,40.83738459,48.85620915
Cuba,CU,CUB,2021,,2025-04-15,1.427,NA,NA,NA,NA,77.292,40.459,NA,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,15.2621603,0.298,39.25454627,53.41296928
Cuba,CU,CUB,2020,,2025-04-15,1.489,NA,NA,NA,9605.26125067263,77.194,40.367,NA,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified,15.0847702,0.303,39.25454627,53.2231405
